author,author_association,state,comments,pull_request,created_at,updated_at,closed_at,body,url,repo
hadley,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/639,2012-08-03T21:55:59Z,2018-11-06T17:42:24Z,2012-09-14T16:17:54Z,"Fixes #188.  Also general tidy up of code and improved examples
",https://github.com/tidyverse/ggplot2/pull/639,ggplot2
wch,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/638,2012-08-02T22:07:08Z,2019-01-19T03:45:59Z,2012-08-03T02:16:44Z,"Fixes #623.

The code is essentially copied over from `geom_point`, except that `na.rm` is set to FALSE so it will always display the warning message; there's not the option to change it.

It also checks x, y, xend, yend, size, and shape for NA.

I also tried modifying `scale_linetype_discrete` so that it would use `na.value=""01""`, hoping it would make a blank line, but grid apparently doesn't like zeros in the `lty`:

```
Error in grid.Call.graphics(L_segments, x$x0, x$y0, x$x1, x$y1, x$arrow) : 
  invalid line type: zeroes are not allowed
```
",https://github.com/tidyverse/ggplot2/pull/638,ggplot2
wch,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/637,2012-08-02T21:29:57Z,2019-01-19T03:45:57Z,2012-08-03T02:19:51Z,"This fixes #562. Examples that are fixed by this:

``` R
sky2 <- data.frame(RA=0, Dec=0)

skyplot2 <- qplot(RA,Dec,data=sky2,xlim=c(0,360),ylim=c(-89.999,89.999))

skyplot2 + coord_map(projection=""aitoff"",orientation=c(89.999,180,0)) + 
  scale_y_continuous(breaks=(-2:2)*30,limits=c(-89,89)) + 
  scale_x_continuous(breaks=(0:8)*45,limits=c(0,360), labels=c("""","""","""","""","""","""","""","""","""")) +
   theme(panel.grid.major = theme_line(colour='black'))


skyplot2 + coord_map(projection=""lagrange"",orientation=c(89.999,180,0)) + 
  scale_y_continuous(breaks=(-2:2)*30,limits=c(-89.999,89.999)) + 
  scale_x_continuous(breaks=(0:8)*45,limits=c(0,360), labels=c("""","""","""","""","""","""","""","""","""")) +
  theme(panel.grid.major = theme_line(colour='black'))
```
",https://github.com/tidyverse/ggplot2/pull/637,ggplot2
cardillo,NONE,closed,4,https://github.com/tidyverse/ggplot2/pull/633,2012-07-29T16:38:11Z,2019-01-19T03:45:55Z,2012-08-01T20:25:57Z,"I found myself needing a cumulative stat_bin function for some graphing work I was doing, similar to the discussion here https://groups.google.com/d/msg/ggplot2/UT8f5K5Agf0/eWZM_GKoGI0J.  Anyway, as this is my first foray into the ggplot2 code, it is possible there is a better way solution.  Still, I hacked stat_cbin together and it has worked quite well for my needs so I thought I'd pass it on in case is useful for inclusion.
",https://github.com/tidyverse/ggplot2/pull/633,ggplot2
simonohanlon101,NONE,closed,2,https://github.com/tidyverse/ggplot2/pull/628,2012-07-19T09:36:19Z,2019-01-19T03:45:53Z,2012-07-19T13:07:00Z,"Following a discussion with Roger Bivand (author and contributor of many spatial packages for R) on r-sig-geo mailing list he suggested that rgeos should be used over gpclib (due to gpclib's restrictive license) for polygon operations in the fortify methods for spatial data. 
Original discussion is [here:](http://r-sig-geo.2731867.n2.nabble.com/Help-with-gpclib-tp7580479p7580542.html)
",https://github.com/tidyverse/ggplot2/pull/628,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/626,2012-07-18T16:55:09Z,2019-01-19T04:20:49Z,2012-07-18T20:46:27Z,"This fixes #625. Visual tests no longer error out.

It also looks like I might have undone commit bfe9097f5ebf093eb894cbc67d97d632d1e99397. I'm not sure what the purpose of that commit was, though.
",https://github.com/tidyverse/ggplot2/pull/626,ggplot2
jiho,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/618,2012-07-11T16:17:01Z,2019-01-19T06:07:51Z,2012-08-01T22:24:19Z,list(),https://github.com/tidyverse/ggplot2/pull/618,ggplot2
wch,MEMBER,closed,8,https://github.com/tidyverse/ggplot2/pull/617,2012-07-11T05:16:52Z,2019-01-19T03:45:51Z,2012-07-18T22:27:04Z,"This fixes #606, and requires the modified version of gtable.

I ran some timings on it, and with no facets, it's slightly faster than the old version, but with facets, it's slightly slower. All tests were run on installed versions of ggplot2 (not loaded via `load_all`).

For all the test runs, I ran the plots a few times before actually running the test.
## No-facet tests

Here's the code for the no-facet test:

```
n <- 10
times <- numeric(n)
for (i in seq_len(n)) {
  t <- system.time(print(ggplot(mtcars, aes(wt,mpg)) + geom_point()))
  times[i] <- t[1]
}
times
mean(times)
```

The results for the old version:

```
> times
 [1] 0.162 0.157 0.150 0.153 0.158 0.157 0.156 0.150 0.160 0.151
> mean(times)
[1] 0.1554
```

And the results for the new version:

```
d> times
 [1] 0.151 0.149 0.140 0.149 0.147 0.158 0.146 0.147 0.144 0.149
d> mean(times)
[1] 0.148
```

Since we're using R, we might as well do a statistical test. :)

```
> t.test(times, times2)

    Welch Two Sample t-test

data:  times and times2 
t = -3.7082, df = 17.804, p-value = 0.001634
alternative hypothesis: true difference in means is not equal to 0 
95 percent confidence interval:
 -0.011595806 -0.003204194 
sample estimates:
mean of x mean of y 
   0.1480    0.1554 
```
## Facet tests

This code adds two faceting variables, for a 2x3 grid.

```
n <- 10
times <- numeric(n)
for (i in seq_len(n)) {
  t <- system.time(print(ggplot(mtcars, aes(wt,mpg)) + geom_point() + facet_grid(am~cyl)))
  times[i] <- t[1]
}
```

Results for the old version:

```
> times
 [1] 0.511 0.516 0.492 0.533 0.496 0.480 0.500 0.498 0.500 0.489
> mean(times)
[1] 0.5015
```

And the new version:

```
d> times
 [1] 0.521 0.511 0.518 0.498 0.521 0.491 0.563 0.555 0.507 0.516
d> mean(times)
[1] 0.5201
```

And the t-test:

```
> t.test(times, times2)

    Welch Two Sample t-test

data:  times and times2 
t = 2.1526, df = 15.621, p-value = 0.04735
alternative hypothesis: true difference in means is not equal to 0 
95 percent confidence interval:
 0.0002465331 0.0369534669 
sample estimates:
mean of x mean of y 
   0.5201    0.5015 
```
",https://github.com/tidyverse/ggplot2/pull/617,ggplot2
wch,MEMBER,closed,8,https://github.com/tidyverse/ggplot2/pull/614,2012-07-09T04:56:38Z,2019-01-19T03:45:49Z,2012-07-11T17:29:49Z,"Fixes #471.

This code fixes `coord_distance.polar` to give correct lengths. It could be cleaned up a bit, and it could also use some tests.

The following code generates [this PDF](https://dl.dropbox.com/u/84377/spiraltest.pdf):

```
#80 concentric circles
df <- data.frame(x = 0:1, y=rep(c(1:80), each=2))
ggplot(df, aes(x=x, y=y, group=factor(y))) + geom_line() + coord_polar()
```

It's somewhat of an improvement over the current method, [shown here](https://dl.dropbox.com/u/84377/spiral_orig.pdf).

The resolution toward the center still isn't high enough, in my opinion. As I mentioned in #471, there's often a greater information density (and therefore sharper turns) toward the center of the circle, and so it would be useful to have higher resolution toward the center.
",https://github.com/tidyverse/ggplot2/pull/614,ggplot2
wch,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/613,2012-07-08T21:40:40Z,2019-01-19T03:45:47Z,2012-07-11T17:09:47Z,"This fixes #543. The reason this works is because a call to `ldply()` in `layout_base()`:

``` R
base <- unique(ldply(values[has_all]))
```

If the first data frame in the list contains all the levels of the variable, then `base` will have that ordering of the variables. However, if the first data frame does _not_ contain all the levels, then `base` will add the levels in the order they're encountered.

To illustrate:

``` R
d1 <- data.frame(f=factor(rep(letters[1:3], each=5), levels=letters[3:1]))
d2 <- data.frame(f=rep(""b"", 15))

str(d1)
# 'data.frame':   15 obs. of  1 variable:
#  $ f: Factor w/ 3 levels ""c"",""b"",""a"": 3 3 3 3 3 2 2 2 2 2 ...
str(d2)
# 'data.frame':   15 obs. of  1 variable:
#  $ f: Factor w/ 1 level ""b"": 1 1 1 1 1 1 1 1 1 1 ...

str(unique(ldply(list(d1, d2))))
# 'data.frame':   3 obs. of  1 variable:
#  $ f: Factor w/ 3 levels ""c"",""b"",""a"": 3 2 1
str(unique(ldply(list(d2, d1))))
# 'data.frame':   3 obs. of  1 variable:
#  $ f: Factor w/ 3 levels ""b"",""c"",""a"": 1 3 2
```

The fix is to put the default data frame from the ggplot object first, rather than last.
",https://github.com/tidyverse/ggplot2/pull/613,ggplot2
dariobuttari,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/609,2012-07-05T16:11:13Z,2019-01-19T04:20:35Z,2012-07-05T17:00:44Z,"This fixes #608. Code fix was provided by Kohske Takahashi.
",https://github.com/tidyverse/ggplot2/pull/609,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/603,2012-06-28T06:51:14Z,2019-01-19T03:45:45Z,2012-07-05T17:02:53Z,"This fixes #585. It requires some modifications to gtable.

Regular and `facet_wrap` work:

``` R
qplot(wt,mpg,colour=hp, data=mtcars) + 
    theme(axis.line = element_line(colour='black', lineend='square', size=4))

qplot(wt,mpg,colour=hp, data=mtcars) + 
    theme(axis.line = element_line(colour='black', lineend='square', size=4)) +
    facet_wrap(~cyl)
```

However, `facet_grid` still doesn't work properly. I think there needs to be a good way to edit the z values (in `facet_render.grid`) after the gtable has been created.

``` R
qplot(wt,mpg,colour=hp, data=mtcars) + 
    theme(axis.line = element_line(colour='black', lineend='square', size=4)) +
    facet_grid(am~cyl)
```
",https://github.com/tidyverse/ggplot2/pull/603,ggplot2
wch,MEMBER,closed,11,https://github.com/tidyverse/ggplot2/pull/599,2012-06-26T21:46:17Z,2019-01-19T04:21:25Z,2012-06-27T18:33:36Z,"This changes ggplot2 to use the external gtable package.
",https://github.com/tidyverse/ggplot2/pull/599,ggplot2
kohske,COLLABORATOR,closed,6,https://github.com/tidyverse/ggplot2/pull/598,2012-06-26T01:17:06Z,2019-01-19T03:45:43Z,2012-06-27T04:33:34Z,"https://groups.google.com/forum/?fromgroups#!topic/ggplot2/QkdrXgj8tWk

``` r
ggplot(mtcars, aes(x=wt, y=mpg, colour=cyl))+
  geom_path(arrow=arrow(type=""closed""))
ggplot(mtcars, aes(x=wt, y=mpg, colour=cyl, fill = cyl))+
  geom_path(arrow=arrow(type=""closed""))
ggplot(mtcars, aes(x=wt, y=mpg, colour=cyl, fill = cyl))+
  geom_path(arrow=arrow(type=""open""))
```

I set white as default, in compatible with the previous behavior.
But maybe NA default, i.e., transparent, is better.
",https://github.com/tidyverse/ggplot2/pull/598,ggplot2
kohske,COLLABORATOR,closed,2,https://github.com/tidyverse/ggplot2/pull/597,2012-06-25T22:31:26Z,2019-01-19T03:45:41Z,2012-06-27T18:51:55Z,"Passed tests.
",https://github.com/tidyverse/ggplot2/pull/597,ggplot2
kohske,COLLABORATOR,closed,14,https://github.com/tidyverse/ggplot2/pull/594,2012-06-25T16:31:10Z,2019-01-19T14:25:27Z,2012-08-17T20:18:50Z,"Passed all unit test and probably also visual test.
see this thread: https://groups.google.com/group/ggplot2/browse_thread/thread/3a9efa6d01b8500e

but maybe the xxx_format should return the list of expression instead of list of call.
",https://github.com/tidyverse/ggplot2/pull/594,ggplot2
wch,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/591,2012-06-25T05:14:48Z,2019-01-19T03:45:39Z,2012-06-27T17:58:42Z,"Fixes #580.

This is to be used with hadley/scales#22, where the default breaks algorithm is changed to `extended_breaks()`. Since `extended_breaks()` doesn't work with dates and times, the default for dates/times needs to be set to the original `pretty_breaks()`.

This still has a problem: if you don't specify `scale_x_date()`, it instead uses the plain old `scale_x_continuous()`, which uses `extended_breaks()`:

``` R
set.seed(321)
df <- data.frame(
  dx = seq(as.Date(""2012-02-29""), len=100, by=""1 day"")[sample(100, 50)],
  price = runif(50)
)
df <- df[order(df$dx), ]

# This works now:
qplot(dx, price, data=df, geom=""line"") + scale_x_date()


# This doesn't:
qplot(dx, price, data=df, geom=""line"") 
# Error in Math.difftime(35.9333333333333, base = 10) : 
#   'log' not defined for ""difftime"" objects
```

I think the problem is that  `scales_add_defaults()` in scales-.r only appends `discrete` and `continuous` to the scale name, when in this case it should append `date`.
",https://github.com/tidyverse/ggplot2/pull/591,ggplot2
jiho,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/590,2012-06-24T22:25:44Z,2019-01-19T06:07:49Z,2014-02-24T21:27:10Z,"It can be used whenever fixed segment lengths are drawn. Examples are given
with geom_rug but it could also be used with a segment geom that would be
defined in terms of angle and length rather than in terms of beginning and end
coords.

The remaining issue is the lengend, which currently just draws segments. It
should draw segments of lengths identical to the main plot but since the two
viewports (main plot and legend) do not have the same reference, it might be
hard.
",https://github.com/tidyverse/ggplot2/pull/590,ggplot2
joranE,CONTRIBUTOR,closed,8,https://github.com/tidyverse/ggplot2/pull/588,2012-06-23T01:30:13Z,2019-01-19T03:45:37Z,2012-06-28T17:32:20Z,"Hopefully I did a better job this time!
",https://github.com/tidyverse/ggplot2/pull/588,ggplot2
joranE,CONTRIBUTOR,closed,5,https://github.com/tidyverse/ggplot2/pull/586,2012-06-21T23:38:10Z,2019-01-19T03:45:35Z,2012-06-22T20:08:34Z,"This is my first attempt, and I'm brand new at GitHub, so apologies if this is a mess. I wasn't sure how many commits to have in a pull request, and if you have any advice on writing useful commit notes I'm all ears.

The two big things I changed were altering aesthetics() in utilities-help.r to list the required aesthetics first, in bold, and giving continuous_scale a (mostly) complete argument list, largely copying from discrete_scale where appropriate.

The rest are minor typos, linking to relevant documentation, or slightly clarified descriptions.
",https://github.com/tidyverse/ggplot2/pull/586,ggplot2
kohske,COLLABORATOR,closed,11,https://github.com/tidyverse/ggplot2/pull/581,2012-06-16T00:46:56Z,2019-01-19T04:21:21Z,2012-06-27T16:26:35Z,,https://github.com/tidyverse/ggplot2/pull/581,ggplot2
wch,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/573,2012-06-04T21:03:50Z,2019-01-19T03:45:33Z,2012-06-27T16:49:14Z,,https://github.com/tidyverse/ggplot2/pull/573,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/571,2012-05-31T15:54:06Z,2019-01-19T03:45:31Z,2012-06-05T04:48:30Z,"Because `id` was being calculated from the un-munched data, it sometimes ended up being a different length from `coords$x` and `$y`.

I also removed the `match()` used to calculate `id`. The same information seems to be there already, in `coords$group`, but this should be double-checked.
",https://github.com/tidyverse/ggplot2/pull/571,ggplot2
kohske,COLLABORATOR,closed,8,https://github.com/tidyverse/ggplot2/pull/558,2012-05-17T06:53:07Z,2019-01-19T03:45:29Z,2012-06-05T05:12:29Z,,https://github.com/tidyverse/ggplot2/pull/558,ggplot2
kohske,COLLABORATOR,closed,5,https://github.com/tidyverse/ggplot2/pull/556,2012-05-15T01:32:59Z,2019-01-19T03:45:27Z,2012-05-18T00:22:44Z,"I believe this will fix the problem. This passed all unit tests. May I write visual tests and additional unit test codes?
",https://github.com/tidyverse/ggplot2/pull/556,ggplot2
jiho,CONTRIBUTOR,closed,4,https://github.com/tidyverse/ggplot2/pull/554,2012-05-11T13:08:52Z,2019-01-19T06:07:47Z,2014-02-24T21:24:57Z,"To keep the code clear and the documentation in line with the code.
",https://github.com/tidyverse/ggplot2/pull/554,ggplot2
jiho,CONTRIBUTOR,closed,7,https://github.com/tidyverse/ggplot2/pull/553,2012-05-11T11:07:43Z,2019-01-19T06:07:45Z,2012-08-17T18:09:17Z,"- Reformat stat_ydensity to look more like stat_density.
- Also get coding cues from stat_boxplot.
- Introduce a new scale options to have equal width (useful when
  comparing observations with very different densities).
- Keep all computed densities and use a new variable to compute
  the density actually used to plot the violin.
",https://github.com/tidyverse/ggplot2/pull/553,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/545,2012-05-07T16:59:07Z,2019-01-19T14:25:07Z,2012-05-07T17:02:33Z,"This fixes #521.
",https://github.com/tidyverse/ggplot2/pull/545,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/544,2012-05-07T16:18:39Z,2019-01-19T03:46:21Z,2012-05-07T18:17:47Z,"This patch allows arguments to get passed properly to `kde2d`. For example, with the `lims` argument, it previously was getting confused because `lims` needs to be a vector, but each element of `lims` vector was getting turned into an element in the _list_.

This example now works -- density contours are drawn beyond the range of the data:

``` R
# Set up the data
sigm1 <- diag(c(30,50))
sigm2 <- diag(c(5,3))
mu1 <- c(10,15)
mu2 <- c(80,60)
library(mvtnorm)
sample <- round(rbind(rmvnorm(100,mu1,sigm1),rmvnorm(100,mu2,sigm2)))
sample <- sample[! (sample[,1] <1 | sample[,2] <1 | sample[,1]> 100 |
sample[,2]>100),]
d <- as.data.frame(sample)
names(d)<-c(""x"",""y"")

# lims now gets passed to stat_density2d
ggplot(d, aes(x,y)) + stat_density2d(bins=4, lims=c(-20, 120, 0, 100)) + 
  geom_point() + xlim(-20,120)

```

Note that the limits need to be specified for ggplot, with `xlim`, and to `kde2d` (via `stat_density2d`), with `lims=c(xmin, xmax, ymin, ymax)`.

It would be nice to get the values for `lims` from the scales, instead of requiring the user to enter it twice.
",https://github.com/tidyverse/ggplot2/pull/544,ggplot2
wch,MEMBER,closed,6,https://github.com/tidyverse/ggplot2/pull/530,2012-05-01T06:48:15Z,2019-01-19T03:45:25Z,2012-05-02T20:20:32Z,"This fixes #529.

With this change, it passes all tests, and visual tests are unchanged.
",https://github.com/tidyverse/ggplot2/pull/530,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/528,2012-04-30T19:26:12Z,2019-01-19T04:20:51Z,2012-05-02T20:00:49Z,"Fixes #526
",https://github.com/tidyverse/ggplot2/pull/528,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/515,2012-04-21T05:48:50Z,2019-01-19T14:24:55Z,2012-05-02T19:58:33Z,"Fixes #430.
",https://github.com/tidyverse/ggplot2/pull/515,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/514,2012-04-21T05:36:16Z,2019-01-19T14:25:13Z,2012-05-02T19:53:41Z,"This commit fixes #513
",https://github.com/tidyverse/ggplot2/pull/514,ggplot2
kohske,COLLABORATOR,closed,7,https://github.com/tidyverse/ggplot2/pull/509,2012-04-20T08:25:49Z,2019-01-19T03:45:23Z,2012-06-27T19:23:05Z,,https://github.com/tidyverse/ggplot2/pull/509,ggplot2
jiho,CONTRIBUTOR,closed,4,https://github.com/tidyverse/ggplot2/pull/505,2012-04-19T11:38:54Z,2019-01-19T06:07:43Z,2012-06-07T12:32:52Z,"For all filled shapes (polygons, reactangles, etc.) alpha affected fill only.
One could set the stroke to be a transparent colour using

```
colour=scales::alpha(""blue"", 0.5)
```

outside of aes() for example. But there was no way to map the colour of the
stroke to a semi transparent colour. This commit fixes it.
",https://github.com/tidyverse/ggplot2/pull/505,ggplot2
kohske,COLLABORATOR,closed,2,https://github.com/tidyverse/ggplot2/pull/503,2012-04-19T04:46:21Z,2019-01-19T03:19:27Z,2012-07-04T19:10:40Z,,https://github.com/tidyverse/ggplot2/pull/503,ggplot2
wch,MEMBER,closed,19,https://github.com/tidyverse/ggplot2/pull/499,2012-04-16T21:43:44Z,2019-01-19T20:52:21Z,2012-04-20T16:07:42Z,"Fix #31 and fix #332. This should be considered just a rough attempt to illustrate how it could be done. I modified `facet-null.r`, but `facet-wrap.r` and `facet-grid.r` should probably also be modified.

Note that there's a change in behavior -- plots with 0 rows of data are now allowed. For example:

``` R
empty <- data.frame(x=numeric(0), y=numeric(0))

ggplot(empty, aes(x=x,y=y)) + geom_point()
```

This works, but there are no points, and no breaks. It's just a gray plotting area with ""x"" and ""y"" axis labels. 
",https://github.com/tidyverse/ggplot2/pull/499,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/493,2012-04-14T03:33:14Z,2019-01-19T03:19:26Z,2012-04-18T20:44:36Z,,https://github.com/tidyverse/ggplot2/pull/493,ggplot2
BrianDiggs,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/491,2012-04-13T21:49:43Z,2019-01-19T12:37:42Z,2012-04-13T22:09:09Z,"ggpcp stated it was using reshape::melt, but it is actually
using reshape2::melt.

The scale arguments to ggorder and ggstructure had a scale
argument that was no longer used (corresponding argument in
ggpcp removed in 030fadf59a0fd896865b28fd9e76da9698164ec2.
Removed this argument (and its documentation which referenced
reshape).

Since I didn't have reshape installed on my newest R installation, these references were generating a NOTE in R CMD check for me. Since ggplot2 doesn't rely on reshape, but rather reshape2, now, I figured I would hunt down the source.
",https://github.com/tidyverse/ggplot2/pull/491,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/490,2012-04-13T21:32:08Z,2019-01-19T04:20:53Z,2012-04-13T21:55:38Z,"This fixes the warnings for `coord_polar` introduced by #474.

Let me know if it can be done more cleanly.
",https://github.com/tidyverse/ggplot2/pull/490,ggplot2
wch,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/488,2012-04-13T19:30:36Z,2019-01-19T04:20:55Z,2012-04-20T16:47:28Z,"This is some slightly more informative help for `annotate()`. Suggestions on other improvements are welcome. Example code would be especially helpful.

Fix #487
",https://github.com/tidyverse/ggplot2/pull/488,ggplot2
wch,MEMBER,closed,21,https://github.com/tidyverse/ggplot2/pull/482,2012-04-12T03:13:03Z,2019-01-19T20:52:15Z,2014-02-24T21:22:19Z,"This fixes #426. As discussed, it splits `geom_hline` into a geom and annotation.

If this looks like the right approach, I can do the same for vline and abline. If so, should I put `annotate_hline`, `annotate_vline`, `annotate_abline` all in one file since they're quite simple? Or they could be added to their respective `geom-Xline.r` files.

Also, some of the visual tests will have to be updated.
",https://github.com/tidyverse/ggplot2/pull/482,ggplot2
jiho,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/476,2012-04-11T15:26:06Z,2019-01-19T06:07:41Z,2012-04-11T15:27:04Z,"It currently references continuous_scale
",https://github.com/tidyverse/ggplot2/pull/476,ggplot2
wch,MEMBER,closed,8,https://github.com/tidyverse/ggplot2/pull/474,2012-04-06T21:18:07Z,2019-01-19T04:21:11Z,2012-04-12T22:04:34Z,"This fixes #422, in which NA's show up in the theta breaks when using `coord_polar`.

I modified `coord_train.polar()` to do something similar to what `coord_train.cartesian()` does (by calling `train_cartesian()`). See line 87 of [coord-cartesian.r](https://github.com/hadley/ggplot2/blob/master/R/coord-cartesian-.r).

Now `coord_train.polar()` removes `NA`'s that are returned from `scale_breaks()`.

This passes the tests, and visual test results are unchanged.
",https://github.com/tidyverse/ggplot2/pull/474,ggplot2
wch,MEMBER,closed,14,https://github.com/tidyverse/ggplot2/pull/473,2012-04-06T19:47:08Z,2019-01-19T14:25:25Z,2012-04-20T20:04:29Z,"This fixes #282.

When using bars with `width` < 1, the spacing is uneven, as demonstrated in #282:

``` R
dat <- data.frame(x=LETTERS[1:3], y=4)

# Bad
# A and C boxes touch - angle AC is smaller than AB and BC
ggplot(dat, aes(x=x, y=y)) + geom_bar() + coord_polar()
```

A longhand manual solution is to use `expand=TRUE` and set the `expand` values in both the x and y scales. The `expand` values that are appropriate for a circular graph are different from those for a rectangular graph. However, this is really verbose:

``` R
# Good
# This removes the space in the middle
ggplot(dat, aes(x=x, y=y)) + geom_bar() +
  coord_polar(expand=T) +
  scale_x_discrete(expand=c(0, .5)) +   # equal theta spacing
  scale_y_continuous(expand=c(0, 0))    # don't leave a hole in the middle
```

As far as I can tell, there's no reason to use `expand` values that are different from these ones, in a polar graph. You don't want your theta/x to be spaced unevenly, and you don't want a hole in the middle. If you really want to change these things, you can set `xlim` and `ylim`.

This pull request also overrides `expand` values for racetrack plots (where `theta=""y""`). In the existing code, if you use `expand=TRUE` with a racetrack plot, it doesn't form a full circle, but I overrode it close the circle. Again, if you want to override these values, you should be able to set `xlim` and `ylim`.

See the new visual tests for examples.

Thoughts?
",https://github.com/tidyverse/ggplot2/pull/473,ggplot2
BrianDiggs,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/469,2012-04-05T16:20:18Z,2019-01-19T12:37:38Z,2012-04-05T16:35:43Z,"Address Issue #448 request for news entry related to push request.
",https://github.com/tidyverse/ggplot2/pull/469,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/466,2012-04-04T05:40:18Z,2019-01-19T03:19:24Z,2012-04-06T15:58:58Z,"This excludes `label` as a grouping variable and adds tests. (fixes #465)
",https://github.com/tidyverse/ggplot2/pull/466,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/462,2012-03-30T16:37:38Z,2019-01-19T03:19:22Z,2012-04-11T15:04:33Z,,https://github.com/tidyverse/ggplot2/pull/462,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/456,2012-03-27T02:19:18Z,2019-01-19T03:46:11Z,2012-03-27T02:20:30Z,"This fixes and cleans up the code for dodging by groups.  It fixes #436 and a dodging bug mentioned in this thread:
http://groups.google.com/group/ggplot2/browse_thread/thread/e6086175832049c1
",https://github.com/tidyverse/ggplot2/pull/456,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/454,2012-03-26T16:48:25Z,2019-01-19T03:46:09Z,2012-03-27T03:55:52Z,"I moved the visual tests from `/inst/tests/visual-xxx.r` to `/visual_test/xxx.r`, so that they can be used with the new visual test system. 

I also added descriptions for all the tests -- but I'm not 100% sure that the descriptions are accurate. With vtest, it is important that these descriptions not change in the future, so please look them over and let me know if any of them should be changed.
",https://github.com/tidyverse/ggplot2/pull/454,ggplot2
kohske,COLLABORATOR,closed,6,https://github.com/tidyverse/ggplot2/pull/451,2012-03-20T08:27:44Z,2019-01-19T03:19:20Z,2012-04-06T05:15:19Z,,https://github.com/tidyverse/ggplot2/pull/451,ggplot2
kohske,COLLABORATOR,closed,1,https://github.com/tidyverse/ggplot2/pull/450,2012-03-20T08:19:47Z,2019-01-19T03:19:18Z,2012-03-20T13:29:32Z,,https://github.com/tidyverse/ggplot2/pull/450,ggplot2
BrianDiggs,CONTRIBUTOR,closed,6,https://github.com/tidyverse/ggplot2/pull/448,2012-03-19T19:44:17Z,2019-01-19T12:37:36Z,2012-04-05T16:35:20Z,"stat_bin2d did not correctly handle NA's in the data. This could be
triggered by setting scale limits which did not include the entire
range of the data.

This arose from a discussion on the mailing list
https://groups.google.com/d/topic/ggplot2/VAB1wKqwg9w/discussion
",https://github.com/tidyverse/ggplot2/pull/448,ggplot2
wch,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/446,2012-03-15T19:59:26Z,2019-01-19T03:19:15Z,2012-03-27T23:40:43Z,"This fixes #421.

In the changes to coord_range, if there's a better way to set the names of the list items to ""x"" and ""y"", that would be good. As it is, the order of x and y can change, depending on which one is mapped to theta.
",https://github.com/tidyverse/ggplot2/pull/446,ggplot2
